@relation allrecipes_recipes

@attribute URL string
@attribute Title string
@attribute Category string
@attribute Rating numeric
@attribute "Prep_Time_(min)" numeric
@attribute "Cook_Time_(min)" numeric
@attribute "Total_Time_(min)" numeric
@attribute Servings numeric
@attribute Ingredients string
@attribute "Image_Paths" string

@data
"https://www.allrecipes.com/recipe/72093/ultimate-all-in-one-chicken-dinner/", "Chicago's Chicken Vesuvio", "No info", 3.9, 15.0, 60.0, 75.0, 4.0, "30.00 grams vegetable oil, 30.00 grams margarine, 1 medium onion, sliced, 1  green bell pepper, seeded and cut into strips, 2 stalks celery, diced, 180.00 grams sliced fresh mushrooms, 4  skinless, boneless chicken breast halves, 4 medium potatoes, peeled and diced, 2 (396.90 grams) cans cut green beans, drained, 1 (396.90 grams) can chicken broth, 5.00 grams salt, 1.25 grams dried thyme, 1.25 grams cayenne pepper, 1  bay leaf", "pics/Chicago's Chicken Vesuvio/image_1.jpg, pics/Chicago's Chicken Vesuvio/image_2.jpg"
"https://www.allrecipes.com/recipe/232387/italian-drunken-noodles/", "Italian Drunken Noodles", "No info", 4.5, 20.0, 25.0, 45.0, 6.0, "75.00 grams olive oil, divided, 4 (99.23 grams) links spicy Italian sausage, casings removed, 1 large onion, thinly sliced, 7.50 grams salt, 5.00 grams Italian seasoning, 2.50 grams black pepper, 1  red bell pepper, thinly sliced, 1  yellow bell pepper, thinly sliced, 1  orange bell pepper, thinly sliced, 120.00 grams white wine, 20.00 grams garlic, minced, 1 (793.80 grams) can diced tomatoes with juice, 60.00 grams very thinly shredded fresh basil leaves, divided, 30.00 grams chopped fresh flat leaf parsley, 1 (226.80 grams) package pappardelle pasta", "pics/Italian Drunken Noodles/image_1.jpg, pics/Italian Drunken Noodles/image_2.jpg"
"https://www.allrecipes.com/recipe/219173/simple-beef-pot-roast/", "Simple Beef Pot Roast", "Main Dishes", 4.8, 15.0, 195.0, 210.0, 6.0, "15.00 grams vegetable oil, 1587.60 grams beef chuck pot roast, 10.00 grams salt, 5.00 grams ground black pepper, 240.00 grams diced carrots, 240.00 grams diced celery, 240.00 grams diced onion, 60.00 grams butter, 5.00 grams dried rosemary", "pics/Simple Beef Pot Roast/image_1.jpg, pics/Simple Beef Pot Roast/image_2.jpg, pics/Simple Beef Pot Roast/image_3.jpg, pics/Simple Beef Pot Roast/image_4.jpg, pics/Simple Beef Pot Roast/image_5.jpg, pics/Simple Beef Pot Roast/image_6.jpg, pics/Simple Beef Pot Roast/image_7.jpg, pics/Simple Beef Pot Roast/image_8.jpg, pics/Simple Beef Pot Roast/image_9.jpg"
"https://www.allrecipes.com/recipe/220910/slow-cooker-easy-baked-potato-soup/", "Slow Cooker, Easy Baked Potato Soup", "Soups, Stews and Chili Recipes", 4.6, 15.0, 435.0, 450.0, 4.0, "10  red potatoes, cut into cubes, 45.00 grams all-purpose flour, 180.00 grams real bacon bits, 1 small red onion, chopped, 5.00 grams garlic, minced, 30.00 grams chicken bouillon granules, 15.00 grams ranch dressing mix, 10.00 grams dried parsley, 5.00 grams seasoned salt, 2.50 grams ground black pepper, 720.00 grams water, 240.00 grams half-and-half, 120.00 grams shredded Cheddar cheese, or to taste, 60.00 grams chopped green onion, or to taste", "pics/Slow Cooker, Easy Baked Potato Soup/image_1.jpg"
"https://www.allrecipes.com/recipe/269004/one-pot-spaghetti-with-meat-sauce/", "One-Pot Spaghetti with Meat Sauce", "Main Dishes", 4.6, 10.0, 30.0, 40.0, 4.0, "453.60 grams ground Italian sausage, 1 small white onion, diced, 20.00 grams garlic, minced, 1 (737.10 grams) jar tomato-basil pasta sauce, 480.00 grams water, 5.00 grams Italian seasoning, 1 (226.80 grams) package spaghetti noodles, broken in half, 120.00 grams freshly grated Parmesan cheese for serving (Optional)", "pics/One-Pot Spaghetti with Meat Sauce/image_1.jpg, pics/One-Pot Spaghetti with Meat Sauce/image_2.jpg"
"https://www.allrecipes.com/recipe/19766/six-can-chicken-tortilla-soup/", "Six Can Chicken Tortilla Soup", "Soups, Stews and Chili Recipes", 4.5, 5.0, 15.0, 20.0, 6.0, "2 (411.08 grams) cans chicken broth, 1 (425.25 grams) can whole kernel corn, drained, 1 (425.25 grams) can black beans, 1 (283.50 grams) can chunk chicken, 1 (283.50 grams) can diced tomatoes with green chile peppers, drained, crushed tortilla chips (Optional), shredded Cheddar cheese (Optional)", "pics/Six Can Chicken Tortilla Soup/image_1.jpg, pics/Six Can Chicken Tortilla Soup/image_2.jpg, pics/Six Can Chicken Tortilla Soup/image_3.jpg, pics/Six Can Chicken Tortilla Soup/image_4.jpg, pics/Six Can Chicken Tortilla Soup/image_5.jpg"
"https://www.allrecipes.com/recipe/282524/one-pot-crispy-chicken-and-rice/", "One-Pot Crispy Chicken and Rice", "Meat and Poultry", 4.6, 15.0, 65.0, 80.0, 6.0, "15.00 grams olive oil, 6 (113.40 grams) bone-in, skin-on chicken thighs, 7.50 grams kosher salt, divided, 3.75 grams ground black pepper, 15.00 grams unsalted butter, 160.00 grams finely chopped yellow onion, 10.00 grams garlic, minced, 360.00 grams uncooked long-grain rice, 720.00 grams chicken stock, divided, or more to taste, 15.00 grams finely chopped flat-leaf parsley, 1 medium lemon, cut into wedges", "pics/One-Pot Crispy Chicken and Rice/image_1.jpg, pics/One-Pot Crispy Chicken and Rice/image_2.jpg, pics/One-Pot Crispy Chicken and Rice/image_3.jpg, pics/One-Pot Crispy Chicken and Rice/image_4.jpg, pics/One-Pot Crispy Chicken and Rice/image_5.jpg"
"https://www.allrecipes.com/recipe/254340/turkey-spaghetti-zoodles/", "Turkey Spaghetti Zoodles", "Meat and Poultry", 4.8, 15.0, 9.0, 24.0, 5.0, "5.00 grams extra-virgin olive oil, 567.00 grams ground turkey breast, 240.00 grams diced green bell pepper, 15.00 grams minced garlic, 10.00 grams Italian seasoning, 2.50 grams ground black pepper, 1.25 grams salt, 1.25 grams red pepper flakes, 720.00 grams marinara sauce, 480.00 grams baby spinach leaves, 4  zucchini, cut into noodle-shape strands", "pics/Turkey Spaghetti Zoodles/image_1.jpg, pics/Turkey Spaghetti Zoodles/image_2.jpg"
"https://www.allrecipes.com/recipe/246345/protein-packed-vegetarian-fried-rice/", "Protein-Packed Vegetarian Fried Rice", "Main Dishes", 3.2, 15.0, 10.0, 25.0, 6.0, "15.00 grams olive oil, 0.5 (340.20 grams) package firm tofu, cubed, 2  carrots, peeled and diced, 2 stalks celery, diced, 0.25  onion, minced, 10.00 grams garlic, minced, salt and ground black pepper to taste, 720.00 grams cooked white rice, 4 large eggs, beaten, 1 (226.80 grams) package frozen chopped spinach, thawed, 5.00 grams sriracha hot sauce, or to taste", "pics/Protein-Packed Vegetarian Fried Rice/image_1.jpg, pics/Protein-Packed Vegetarian Fried Rice/image_2.jpg"
"https://www.allrecipes.com/recipe/77489/crispy-rosemary-chicken-and-fries/", "Crispy Rosemary Chicken and Fries", "Chicken", 4.4, 15.0, 60.0, 75.0, 6.0, "8  chicken thighs, 6 small red potatoes, quartered, 120.00 grams extra-virgin olive oil, or as needed, 15.00 grams chopped fresh rosemary, 7.50 grams chopped fresh oregano, 7.50 grams garlic powder, salt and ground black pepper to taste", "pics/Crispy Rosemary Chicken and Fries/image_1.jpg"
"https://www.allrecipes.com/recipe/276640/chicken-and-dumplings-casserole/", "Chicken and Dumplings Casserole", "Meat and Poultry", 4.9, 20.0, 80.0, 100.0, 6.0, "453.60 grams skinless, boneless chicken breasts, cut into small pieces, 240.00 grams sliced carrot, 120.00 grams sliced celery, 1 cube chicken bouillon, or more to taste, 80.00 grams butter, 120.00 grams chopped onion, 10.00 grams minced garlic, 80.00 grams all-purpose flour, 2.50 grams poultry seasoning, 2.50 grams dried basil, 2.50 grams dried thyme, 1.25 grams ground black pepper, 420.00 grams chicken broth, 160.00 grams milk, 240.00 grams frozen peas, 1 (462.11 grams) package refrigerated biscuit dough, separated", "pics/Chicken and Dumplings Casserole/image_1.jpg, pics/Chicken and Dumplings Casserole/image_2.jpg"
"https://www.allrecipes.com/recipe/272834/easy-homemade-shrimp-fried-rice/", "Easy Homemade Shrimp Fried Rice", "Main Dishes", 4.8, 10.0, 15.0, 25.0, 4.0, "30.00 grams sesame oil, 30.00 grams olive oil, 453.60 grams uncooked medium shrimp, peeled and deveined, 240.00 grams frozen peas and carrots, 120.00 grams frozen corn, 10.00 grams garlic, finely minced, or more to taste, 3 large eggs, lightly beaten, 960.00 grams cooked rice, 45.00 grams thinly sliced green onions, 45.00 grams low-sodium soy sauce, or more to taste, 2.50 grams salt, or to taste, 2.50 grams freshly ground black pepper, or to taste", "pics/Easy Homemade Shrimp Fried Rice/image_1.jpg, pics/Easy Homemade Shrimp Fried Rice/image_2.jpg"
"https://www.allrecipes.com/recipe/277112/instant-pot-mexican-chicken-and-rice-bowls/", "Instant Pot® Mexican Chicken and Rice Bowls", "Cuisine", 4.1, 15.0, 25.0, 55.0, 4.0, "olive oil, 453.60 grams boneless, skinless chicken breasts, cut into 1-inch pieces, 120.00 grams chicken broth, 1 (425.25 grams) can corn, drained, 1 (425.25 grams) can black beans, rinsed and drained, 1 (283.50 grams) can diced tomatoes and green chilies, undrained, 240.00 grams rice, rinsed until the water runs clear, 2.50 grams seasoning salt, 2.50 grams chili powder, 1.25 grams garlic powder, 60.00 grams shredded Mexican cheese blend, or to taste, 30.00 grams chopped fresh cilantro, or to taste", "pics/Instant Pot® Mexican Chicken and Rice Bowls/image_1.jpg, pics/Instant Pot® Mexican Chicken and Rice Bowls/image_2.jpg"
"https://www.allrecipes.com/recipe/282523/one-pot-cheesy-bacon-ranch-pasta-with-chicken-and-broccoli/", "One-Pot Cheesy Bacon Ranch Pasta with Chicken and Broccoli", "Pasta and Noodles", 4.3, 15.0, 30.0, 45.0, 6.0, "60.00 grams bacon, 340.20 grams chicken breasts, diced, 2.50 grams kosher salt, 2.50 grams ground black pepper, 1 medium shallot, finely chopped, 5.00 grams garlic, minced, 480.00 grams water, 240.00 grams whole milk, 960.00 grams elbow macaroni, 15.00 grams ranch dressing mix, 720.00 grams broccoli florets, 1 (226.80 grams) package shredded Cheddar cheese, 60.00 grams sour cream", "pics/One-Pot Cheesy Bacon Ranch Pasta with Chicken and Broccoli/image_1.jpg"
"https://www.allrecipes.com/recipe/268996/easy-one-pot-chicken-alfredo/", "Easy One-Pot Chicken Alfredo", "Main Dishes", 4.8, 10.0, 20.0, 30.0, 6.0, "30.00 grams vegetable oil, 2  boneless, skinless chicken breasts, cut into 1-inch cubes, 1 large onion, diced, 20.00 grams garlic, minced, 2.50 grams salt, 2.50 grams ground black pepper, 30.00 grams all-purpose flour, 720.00 grams low-sodium chicken broth, 480.00 grams unsweetened almond milk, 5.00 grams dried basil, 3.75 grams dried oregano, 0.36 grams ground nutmeg, 453.60 grams tricolor rotini pasta, 240.00 grams grated Parmigiano-Reggiano cheese, or more to taste, 60.00 grams Greek yogurt", "pics/Easy One-Pot Chicken Alfredo/image_1.jpg, pics/Easy One-Pot Chicken Alfredo/image_2.jpg"
"https://www.allrecipes.com/recipe/213268/classic-goulash/", "Classic Goulash", "Soups, Stews and Chili Recipes", 4.5, 8.0, 27.0, 35.0, 8.0, "15.00 grams olive oil, 1 large yellow onion, chopped, 907.20 grams lean ground beef, 15.00 grams garlic, chopped, 720.00 grams water, 2 (425.25 grams) cans tomato sauce, 2 (411.08 grams) cans diced tomatoes, 45.00 grams soy sauce, 30.00 grams dried Italian herb seasoning, 15.00 grams seasoned salt, or to taste, 3  bay leaves, 480.00 grams uncooked elbow macaroni", "pics/Classic Goulash/image_1.jpg"
"https://www.allrecipes.com/butternut-squash-chili-recipe-8725719", "Butternut Squash Chili", "Soups, Stews and Chili Recipes", ?, 20.0, 45.0, 65.0, 6.0, "30.00 grams olive oil, 240.00 grams yellow onion, 30.00 grams tomato paste, 20.00 grams garlic, minced, 480.00 grams vegetable broth, 240.00 grams green bell pepper, 480.00 grams butternut squash, cut into 1/2-inch cubes, 1 (14 1/56.70 grams) diced tomatoes, 1 (14 1/56.70 grams) can fire roasted diced tomatoes, 15.00 grams brown sugar, 15.00 grams chili powder, 10.00 grams ground cumin, 1/10.00 grams crushed red pepper (optional), 1 (15- to 16-o can black beans, rinsed and drained, 453.60 grams cooked ground turkey or chicken (optional), 5.00 grams salt, 1/10.00 grams ground black pepper, 3/960.00 grams shredded Cheddar cheese, 1/720.00 grams sour cream, 90.00 grams chopped cilantro, 1 jalapeno, seeded and finely chopped, 1 avocado - pitted, peeled, and diced", "pics/Butternut Squash Chili/image_1.jpg, pics/Butternut Squash Chili/image_2.jpg, pics/Butternut Squash Chili/image_3.jpg, pics/Butternut Squash Chili/image_4.jpg, pics/Butternut Squash Chili/image_5.jpg, pics/Butternut Squash Chili/image_6.jpg, pics/Butternut Squash Chili/image_7.jpg"
"https://www.allrecipes.com/marry-me-gnocchi-recipe-8723939", "Marry Me Gnocchi", "Pasta and Noodles", 5.0, 10.0, 20.0, 30.0, 6.0, "1/907.20 grams bacon, 1 (453.60 grams) package gnocchi, 15.00 grams garlic, 1/480.00 grams chicken broth, 1/960.00 grams heavy cream, 1/480.00 grams shaved Parmesan cheese, 1/960.00 grams sun dried tomatoes, 1/10.00 grams Italian seasoning, 0.36 grams crushed red pepper flakes", "pics/Marry Me Gnocchi/image_1.jpg, pics/Marry Me Gnocchi/image_2.jpg"
"https://www.allrecipes.com/creamy-sausage-tortellini-soup-recipe-8722710", "Creamy Sausage Tortellini Soup", "Soups, Stews and Chili Recipes", 5.0, 10.0, 20.0, 30.0, 4.0, "1/907.20 grams hot Italian sausage, 3/960.00 grams celery, 3/960.00 grams carrots, 1/480.00 grams onion, 10.00 grams garlic, pressed, 15.00 grams flour, 14 1/56.70 grams chicken broth, 1 (411.08 grams) can diced tomatoes, 1/10.00 grams Italian seasoning, 1 (249.48 grams) package cheese tortellini, 240.00 grams heavy cream, 480.00 grams fresh spinach, 1/480.00 grams mozzarella cheese, salt and freshly ground black pepper to taste", "pics/Creamy Sausage Tortellini Soup/image_1.jpg, pics/Creamy Sausage Tortellini Soup/image_2.jpg"
"https://www.allrecipes.com/peach-jalapeno-chicken-recipe-8720998", "Peach Jalapeño Chicken", "Chicken", 5.0, 15.0, 15.0, 30.0, 6.0, "30.00 grams olive oil, 3 skinless boneless chicken breasts, 5.00 grams sea salt, 5.00 grams ground black pepper, 5.00 grams smoked paprika, 5.00 grams onion powder, 5.00 grams garlic powder, 15.00 grams chili powder, 1 jalapeno, 2 peaches, 1/480.00 grams peach preserves, 30.00 grams soy sauce, 15.00 grams apple cider vinegar, 15.00 grams cornstarch, cilantro, fresh or dried, for garnish (", "pics/Peach Jalapeño Chicken/image_1.jpg, pics/Peach Jalapeño Chicken/image_2.jpg"
"https://www.allrecipes.com/one-pot-turmeric-chicken-and-rice-recipe-8716130", "One Pot Turmeric Chicken and Rice", "Main Dishes", 4.0, 20.0, 40.0, 60.0, 4.0, "1 1/907.20 grams skinless, boneless chicken breast,, salt and freshly ground black pepper, 15.00 grams unsalted butter, 5.00 grams ground turmeric, 240.00 grams onion, 10.00 grams fresh ginger, 10.00 grams garlic, 240.00 grams tomato, 480.00 grams green beans, 5.00 grams curry powder, 0.36 grams ground cinnamon, 1/20.00 grams ground cumin, 240.00 grams jasmine rice, 2 bay leaves, 10.00 grams fish sauce, 1 1/480.00 grams chicken stock", "pics/One Pot Turmeric Chicken and Rice/image_1.jpg, pics/One Pot Turmeric Chicken and Rice/image_2.jpg"
"https://www.allrecipes.com/white-chicken-chili-pot-pie-recipe-8711649", "White Chicken Chili Pot Pie", "Savory Pie Recipes", 5.0, 15.0, 45.0, 75.0, 8.0, "1/720.00 grams salted butter, 1 small yellow onion, chopped, 1 small green bell pepper, chopped, 2 garlic cloves, minced, 1/720.00 grams all-purpose flour, 10.00 grams ground cumin, 1 1/10.00 grams dried oregano, 1/10.00 grams kosher salt, 1/20.00 grams black pepper, 480.00 grams chicken broth, 480.00 grams rotisserie chicken, 1 (15-ounce) can can, 113.40 grams 1/3-less-fat cream cheese, softened, 1/480.00 grams salsa verde, 1 (4-ounce) can green chilis, undrained, 1 (9-inch) pie crust (such as Pillsbury", "pics/White Chicken Chili Pot Pie/image_1.jpg, pics/White Chicken Chili Pot Pie/image_2.jpg, pics/White Chicken Chili Pot Pie/image_3.jpg, pics/White Chicken Chili Pot Pie/image_4.jpg, pics/White Chicken Chili Pot Pie/image_5.jpg, pics/White Chicken Chili Pot Pie/image_6.jpg, pics/White Chicken Chili Pot Pie/image_7.jpg, pics/White Chicken Chili Pot Pie/image_8.jpg, pics/White Chicken Chili Pot Pie/image_9.jpg, pics/White Chicken Chili Pot Pie/image_10.jpg"
"https://www.allrecipes.com/marry-me-chicken-pasta-bake-recipe-8707218", "Marry Me Chicken Pasta Bake", "Casserole Recipes", 4.7, 20.0, 55.0, 75.0, 6.0, "340.20 grams uncooked penne pasta, 453.60 grams boneless, skinless chicken breasts, 5.00 grams freshly ground black pepper, 2 1/10.00 grams I talian seasoning, divided, 2 1/10.00 grams kosher salt, divided, 240.00 grams drained jarred julienne-cut sun-dried tomatoes, 60.00 grams oil from sun-dried tomato jar, 1 1/480.00 grams yellow onion, 6 large garlic cloves, 1/720.00 grams white wine, 30.00 grams tomato paste, 45.00 grams unsalted butter, 45.00 grams all purpose flour, 240.00 grams whole milk, 1 (141.75 grams) baby spinach, 480.00 grams shredded part-skim mozzarella cheese, 1/480.00 grams armesan cheese, divided, 1/480.00 grams panko (Japanese-style breadcrumbs), basil leaves", "pics/Marry Me Chicken Pasta Bake/image_1.jpg, pics/Marry Me Chicken Pasta Bake/image_2.jpg, pics/Marry Me Chicken Pasta Bake/image_3.jpg, pics/Marry Me Chicken Pasta Bake/image_4.jpg, pics/Marry Me Chicken Pasta Bake/image_5.jpg, pics/Marry Me Chicken Pasta Bake/image_6.jpg, pics/Marry Me Chicken Pasta Bake/image_7.jpg, pics/Marry Me Chicken Pasta Bake/image_8.jpg, pics/Marry Me Chicken Pasta Bake/image_9.jpg, pics/Marry Me Chicken Pasta Bake/image_10.jpg"
"https://www.allrecipes.com/one-pot-cheeseburger-pasta-recipe-8698417", "One-Pot Cheeseburger Pasta", "Main Dishes", 4.7, 10.0, 35.0, 45.0, 6.0, "453.60 grams, 1 yellow onion, finely chopped, 30.00 grams garlic, 5.00 grams kosher salt, 1/10.00 grams black pepper, 15.00 grams tomato paste, 10.00 grams onion powder, 1 1/10.00 grams smoked paprika, 5.00 grams garlic powder, 960.00 grams beef broth, 1 15-ounce) canned crushed tomatoes, 1/960.00 grams drained hamburger dill pickle chips,, 45.00 grams yellow mustard, 45.00 grams ketchup, 226.80 grams cavatappi pasta, (8-ounce) sharp Cheddar cheese, 56.70 grams cream cheese, cut into pieces, toasted sesame seeds", "pics/One-Pot Cheeseburger Pasta/image_1.jpg, pics/One-Pot Cheeseburger Pasta/image_2.jpg, pics/One-Pot Cheeseburger Pasta/image_3.jpg, pics/One-Pot Cheeseburger Pasta/image_4.jpg, pics/One-Pot Cheeseburger Pasta/image_5.jpg, pics/One-Pot Cheeseburger Pasta/image_6.jpg, pics/One-Pot Cheeseburger Pasta/image_7.jpg, pics/One-Pot Cheeseburger Pasta/image_8.jpg"
"https://www.allrecipes.com/chicken-fajita-skillet-casserole-recipe-8701199", "Chicken Fajita Skillet Casserole", "Main Dishes", 4.7, 20.0, 25.0, 45.0, 6.0, "15.00 grams olive oil, 2 poblano peppers, 1 orange bell pepper, 1 white onion, 1 1/10.00 grams chili powder, 1/10.00 grams ground cumin, 1/20.00 grams garlic powder, 3/20.00 grams kosher salt, 1/10.00 grams ground black pepper, 2 1/30.00 grams butter, 30.00 grams all-purpose flour, 1 (283.50 grams) can diced tomatoes and green chiles, 1 1/960.00 grams chicken broth, 2 1/480.00 grams rotisserie chicken, 1 (425.25 grams) can pinto beans, drained and rinsed, 480.00 grams sharp Cheddar cheese, 720.00 grams tortilla chips, lettuce", "pics/Chicken Fajita Skillet Casserole/image_1.jpg, pics/Chicken Fajita Skillet Casserole/image_2.jpg"
"https://www.allrecipes.com/easy-one-pan-ramen-chicken-alfredo-recipe-8695508", "Easy One Pan Ramen Chicken Alfredo", "Main Dishes", 4.4, 5.0, 50.0, 55.0, 7.0, "6 (85.05 grams) package chicken flavored ramen noodles, 2 (425.25 grams) jars Alfredo sauce, 720.00 grams shredded cooked chicken, 240.00 grams water, 240.00 grams heavy cream, 480.00 grams cheese, 1/10.00 grams pepper", "pics/Easy One Pan Ramen Chicken Alfredo/image_1.jpg, pics/Easy One Pan Ramen Chicken Alfredo/image_2.jpg"
"https://www.allrecipes.com/one-pan-spicy-soy-noodles-with-chicken-recipe-8693474", "One Pan Spicy Soy Noodles with Chicken", "Main Dishes", 4.8, 10.0, 20.0, 30.0, 4.0, "1 1/1814.40 grams tenders, cut into 1-inch pieces, 1/10.00 grams garlic powder, 1/10.00 grams paprika, 1 1/10.00 grams kosher salt, 1/10.00 grams ground black pepper, 1 1/480.00 grams water, plus more as needed, 1/960.00 grams soy sauce, 30.00 grams apple cider vinegar, 30.00 grams oil, divided, 10.00 grams sesame oil, 10.00 grams garlic, minced, 15.00 grams ginger, 1/20.00 grams crushed red pepper, plus more for garnish to taste, 226.80 grams linguine pasta, 30.00 grams brown sugar, 10.00 grams sesame seeds, 3 green onions, thinly sliced", "pics/One Pan Spicy Soy Noodles with Chicken/image_1.jpg, pics/One Pan Spicy Soy Noodles with Chicken/image_2.jpg"
"https://www.allrecipes.com/one-pan-lemon-garlic-parmesan-chicken-recipe-8693366", "One Pan Lemon Garlic Parmesan Chicken", "Main Dishes", 4.9, 10.0, 45.0, 85.0, 5.0, "45.00 grams freshly squeezed lemon juice, 5.00 grams lemon zest, 1/960.00 grams extra virgin olive oil, 1/10.00 grams oregano, 5.00 grams garlic powder, 2 1/10.00 grams kosher salt, divided, 5.00 grams pepper, divided, 907.20 grams Yukon gold or red potatoes, cut into 1-inch cubes, 3 boneless skinless chicken breasts, 1 green beans, 45.00 grams butter, divided, 30.00 grams mayonnaise, 1/720.00 grams grated Parmesan cheese, parsley for garnish (optional", "pics/One Pan Lemon Garlic Parmesan Chicken/image_1.jpg, pics/One Pan Lemon Garlic Parmesan Chicken/image_2.jpg"
"https://www.allrecipes.com/one-pan-chicken-gnocchi-recipe-8647662", "One Pan Chicken Gnocchi", "Main Dishes", 4.6, 15.0, 30.0, 45.0, ?, "5.00 grams butter, 10.00 grams olive oil, 2 (226.80 grams) boneless chicken breasts, 5.00 grams Italian seasoning, salt and freshly ground black pepper to taste, 10.00 grams butter, 453.60 grams gnocchi, 480.00 grams broccoli florets, 1 zucchini, 1 yellow squash, 1/480.00 grams mushrooms, 1/20.00 grams Italian seasoning, 10.00 grams garlic, minced, 1/960.00 grams red bell pepper, 10.00 grams butter, 30.00 grams shallot (about 30.00 grams), 240.00 grams chicken broth, 3/960.00 grams half-and-half, 1/960.00 grams heavy cream, 30.00 grams flour, 15.00 grams lemon juice, or more to taste", "pics/One Pan Chicken Gnocchi/image_1.jpg, pics/One Pan Chicken Gnocchi/image_2.jpg"
"https://www.allrecipes.com/one-pan-shrimp-and-rice-recipe-8635722", "One-Pan Shrimp And Rice", "Main Dishes", 4.9, 5.0, 25.0, 30.0, 4.0, "75.00 grams unsalted butter, divided, 1 yellow onion,, 30.00 grams garlic, 1/960.00 grams white wine, 480.00 grams chicken stock, 10.00 grams lemon zest, 1 1/10.00 grams kosher salt, 1/20.00 grams black pepper, 1 1/480.00 grams jasmine rice, rinsed, 453.60 grams medium peeled, deveined raw shrimp, 15.00 grams freshly squeezed lemon juice, 1/480.00 grams grated Parmesan cheese, 30.00 grams finely chopped fresh basil, plus small leaves for garnish, lemon wedges for serving", "pics/One-Pan Shrimp And Rice/image_1.jpg, pics/One-Pan Shrimp And Rice/image_2.jpg, pics/One-Pan Shrimp And Rice/image_3.jpg, pics/One-Pan Shrimp And Rice/image_4.jpg, pics/One-Pan Shrimp And Rice/image_5.jpg, pics/One-Pan Shrimp And Rice/image_6.jpg"
"https://www.allrecipes.com/cowboy-spaghetti-recipe-8634556", "Cowboy Spaghetti", "Main Dishes", 4.6, 15.0, 40.0, 55.0, 5.0, "6 strips bacon, 1 onion, 10.00 grams garlic, 1/10.00 grams salt, 1/20.00 grams pepper, 453.60 grams ground beef, 1 1/480.00 grams beef broth, 10.00 grams Worcestershire sauce, 10.00 grams hot sauce, 226.80 grams spaghetti noodles, 1 (283.50 grams) can diced tomatoes with green chiles, 1 (411.08 grams) can fire roasted tomatoes, 1 (113.40 grams) can tomato sauce, 1/480.00 grams sharp Cheddar cheese, 3 green onions, sliced, or as needed for garnish", "pics/Cowboy Spaghetti/image_1.jpg, pics/Cowboy Spaghetti/image_2.jpg, pics/Cowboy Spaghetti/image_3.jpg"
"https://www.allrecipes.com/one-pan-chicken-breast-and-asparagus-in-lemon-cream-sauce-recipe-8620633", "One Pan Chicken Breast and Asparagus in Lemon Cream Sauce", "Fruits and Vegetables", 5.0, 10.0, 30.0, 40.0, 4.0, "1 lemon,, 15.00 grams garlic, minced, 1/10.00 grams red pepper flakes, or to taste, 1/480.00 grams chicken broth, 1 1/907.20 grams skinless, boneless chicken breasts (about 2), salt and freshly ground black pepper to taste, 30.00 grams olive oil, 1/480.00 grams shallots, 453.60 grams asparagus,, 15.00 grams fresh basil, 30.00 grams unsalted butter, 1/720.00 grams heavy cream, basil, lemon slices for garnish", "pics/One Pan Chicken Breast and Asparagus in Lemon Cream Sauce/image_1.jpg, pics/One Pan Chicken Breast and Asparagus in Lemon Cream Sauce/image_2.jpg"
"https://www.allrecipes.com/one-pan-lemon-garlic-chicken-and-asparagus-recipe-8597597", "One-Pan Lemon Garlic Chicken and Asparagus", "Main Dishes", 5.0, 10.0, 20.0, 30.0, 4.0, "6 skinless, boneless chicken thighs (about 907.20 grams), 5.00 grams talian seasoning, or any herb blend, 1/10.00 grams paprika, 1/10.00 grams garlic powder, salt and freshly ground black pepper to taste, 15.00 grams olive oil, 15.00 grams unsalted butter, 240.00 grams chicken broth, 453.60 grams asparagus,, 15.00 grams minced garlic, or to taste, 1/2 lemon, juiced, 60.00 grams unsalted butter, 15.00 grams parsley, 1 lemon, sliced (optional)", "pics/One-Pan Lemon Garlic Chicken and Asparagus/image_1.jpg, pics/One-Pan Lemon Garlic Chicken and Asparagus/image_2.jpg"
"https://www.allrecipes.com/pesto-spaghetti-frittata-recipe-8553405", "Pesto Spaghetti Frittata", "Breakfast and Brunch", 3.0, 10.0, 35.0, 45.0, 6.0, "6 duck eggs, 1/480.00 grams shredded Parmesan cheese, 1/960.00 grams half-and-half cream, 1/960.00 grams ricotta cheese, 30.00 grams pesto, plus more for garnish, 5.00 grams thyme leaves, 1/10.00 grams salt, 1/20.00 grams pepper, 453.60 grams frozen mixed carrots, broccoli, zucchini, and cauliflowe, 15.00 grams unsalted butter, 10.00 grams garlic, minced, 113.40 grams cooked spaghett", "pics/Pesto Spaghetti Frittata/image_1.jpg, pics/Pesto Spaghetti Frittata/image_2.jpg"
"https://www.allrecipes.com/chicken-fra-diavolo-recipe-8383615", "Chicken Fra Diavolo", "Italian", 4.8, 15.0, 60.0, 75.0, 6.0, "6 skin-on, bone-in chicken thighs, salt and freshly ground black pepper to taste, 15.00 grams olive oil, 15.00 grams unsalted butter, 1 small onion, chopped, 1 hot red pepper, chopped, 20.00 grams garlic, minced, 10.00 grams talian seasoning, 5.00 grams crushed red pepper flakes, or to taste, 1/480.00 grams white wine, 15.00 grams tomato paste, 1 (14 1/56.70 grams) fire roasted tomatoes, 15.00 grams fresh basil, plus more for garnish, 15.00 grams fresh parsley, 2 shredded Parmesan cheese, or to taste", "pics/Chicken Fra Diavolo/image_1.jpg, pics/Chicken Fra Diavolo/image_2.jpg"
